title,active_since_days,duration_seconds,total_views,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment,contains_hacks,contains_life,contains_ideas,all_words_uppercase,all_words_lowercase
32 AMAZING LIFE HACKS THAT'LL MAKE YOU SAY WOW!,1095,1200,1104567,47,9,2,8,0,2,5.222222222222222,1,1,0.3625,True,True,False,True,False
19 GENIUS PHONE HACKS EVERYONE SHOULD TRY RIGHT NOW,1095,900,430620,51,9,0,8,0,2,5.666666666666667,1,1,0.2857142857142857,True,False,False,True,False
20 TRICKS FROM OUR GRANNIES THAT STILL WORK,1095,900,17297496,43,8,0,7,0,3,5.375,1,1,0.0,False,False,False,True,False
20 SUPER THRIFTY HACKS FOR YOUR CLOTHES,1095,960,388745,39,7,0,6,0,2,5.571428571428571,1,1,0.3333333333333333,True,False,False,True,False
30 CRAZY YET SUPER USEFUL HACKS,1095,886,893955,31,6,0,5,0,0,5.166666666666667,1,1,0.0111111111111111,True,False,False,True,False
12 GREAT TRICKS THAT WILL HELP YOU BECOME A BETTER DRIVER,1095,900,190577,57,11,0,10,0,4,5.181818181818182,1,1,0.65,False,False,False,True,False
36 LIFE HACKS THAT'LL HELP YOU ALL AROUND THE HOUSE,1095,900,382335,51,10,1,9,0,4,5.1,1,1,0.0,True,True,False,True,False
20 CLEVER HOME CLEANING TIPS FOR TRUE LAZYBONES,1095,887,1793568,47,8,0,7,0,1,5.875,1,1,0.2583333333333333,False,False,False,True,False
13 SIGNS THAT YOU'RE WAY MORE INTELLIGENT THAN YOU REALIZE,1095,854,867014,58,10,1,9,0,5,5.8,1,1,0.65,False,False,False,True,False
"17 VIRAL MAKEUP HACKS, TRICKS AND IDEAS",1095,631,1432014,39,7,1,6,0,1,5.571428571428571,1,1,0.0,True,False,True,True,False
27 BEST LIFE HACKS YOU'VE EVER SEEN,1095,1560,2067639,35,7,1,6,0,1,5.0,1,1,1.0,True,True,False,True,False
20 LIFE-SAVING SURVIVAL TIPS,1095,900,329587,28,4,1,3,0,0,7.0,1,1,0.0,False,True,False,True,False
30 UNEXPECTED KITCHEN HACKS,1095,960,820830,27,4,0,3,0,0,6.75,1,1,0.1,True,False,False,True,False
17 OF THE COOLEST DIY PROJECTS YOU CAN ACTUALLY MAKE IN 5 MINUTES,1095,900,1762021,65,13,0,11,0,5,5.0,1,1,0.0,False,False,False,True,False
20 COMMON RELATIONSHIP STEREOTYPES YOU DEFINITELY CAN RELATE TO,1095,879,325159,63,9,0,8,0,3,7.0,1,1,-0.15,False,False,False,True,False
40 SIMPLE TRICKS THAT'LL TAKE YOUR LIFE TO A WHOLE NEW LEVEL,1095,960,7880161,60,12,1,11,0,4,5.0,1,1,0.1121212121212121,False,True,False,True,False
26 AMAZING LIFE HACKS YOU DIDN'T EXPECT TO SEE,1095,844,7422891,46,9,1,8,0,3,5.111111111111111,1,1,0.6000000000000001,True,True,False,True,False
11 SECRET HACKS THAT WILL CHANGE THE WAY YOU USE YOUR COMPUTER,1095,721,447549,62,12,0,11,0,5,5.166666666666667,1,1,-0.4,True,False,False,True,False
28 YUMMY ONE-MINUTE RECIPES,1095,893,3918070,27,4,1,3,0,0,6.75,1,1,0.0,False,False,False,True,False
15 AMAZING HACKS WITH COLA AND PEPSI YOU'VE NEVER TRIED BEFORE,1095,496,3887905,62,11,1,10,0,4,5.636363636363637,1,1,0.6000000000000001,True,False,False,True,False
10 IMPORTANT THINGS  YOU CAN TEACH YOUR CHILD BY AGE 10,1095,1080,14635559,55,11,0,9,0,4,5.0,1,1,0.4,False,False,False,True,False
22 AWESOMELY EASY SEWING HACKS FOR BEGINNERS,1095,607,271843,44,7,0,6,0,1,6.285714285714286,1,1,0.4333333333333333,True,False,False,True,False
20 EASY MAKEUP HACKS EVERY GIRL SHOULD KNOW,1095,880,2496397,43,8,0,7,0,1,5.375,1,1,0.4333333333333333,True,False,False,True,False
21 GENIUS DATING TIPS AND TRICKS,1095,571,682387,32,6,0,5,0,1,5.333333333333333,1,1,0.0,False,False,False,True,False
31 JAW-DROPPING LIFE HACKS,1095,1140,2911521,26,4,1,3,0,0,6.5,1,1,0.0,True,True,False,True,False
21 CRAZIEST SCHOOL HACKS THAT WORK MAGIC,1095,821,21313982,40,7,0,6,0,1,5.714285714285714,1,1,0.5,True,False,False,True,False
16 HAIR CARE TIPS YOU'D WISH YOU'VE KNOWN SOONER,1095,857,28319328,48,9,2,8,0,2,5.333333333333333,1,1,0.0,False,False,False,True,False
23 SHOWER HACKS EVERYONE NEEDS TO KNOW,1095,617,444545,38,7,0,6,0,1,5.428571428571429,1,1,0.0,True,False,False,True,False
44 LIFE HACKS THAT DEFINITELY DESERVE A THUMBS UP,1095,1140,2363134,49,9,0,8,0,3,5.444444444444445,1,1,0.0,True,True,False,True,False
21 COOL MAGIC TRICKS YOU CAN DO AT HOME,1095,796,1365210,39,9,0,8,0,4,4.333333333333333,1,1,0.425,False,False,False,True,False
25 AWESOME IDEAS ON HOW TO TURN REGULAR OLD TRASH INTO TREASURE,1095,1140,1781049,63,12,0,11,0,4,5.25,1,1,0.3666666666666667,False,False,True,True,False
32 AWESOMELY COOL HACKS YOU HAVE TO TRY ASAP,1095,1020,620025,44,9,0,8,0,3,4.888888888888889,1,1,0.35,True,False,False,True,False
32 EVERYDAY TIPS TO MAKE YOUR LIFE BETTER,1095,900,12039541,41,8,0,7,0,2,5.125,1,1,0.15,False,True,False,True,False
14 ESSENTIAL DIYs TO HELP YOU SURVIVE THIS AUTUMN,1095,483,824786,49,9,0,7,0,3,5.444444444444445,1,1,0.0,False,False,False,False,False
23 HILARIOUS LIFE HACKS YOU WON'T BELIEVE PEOPLE ACTUALLY USE,1095,772,16787897,61,10,1,9,0,2,6.1,1,1,0.25,True,True,False,True,False
12 TIPS TO SLEEP LIKE A BABY,1095,900,146162,28,7,0,6,0,2,4.0,1,1,0.0,False,False,False,True,False
60 BRILLIANTLY CLEVER STORAGE IDEAS FOR YOUR WHOLE HOUSE,1095,2340,539275,56,9,0,8,0,2,6.222222222222222,1,1,0.1833333333333333,False,False,True,True,False
18 DECOR DIYs THAT'LL TURN YOUR ROOM INTO A MAGICAL FREAKING OASIS,1095,746,882125,66,12,1,10,0,4,5.5,1,1,0.5,False,False,False,False,False
13 EASY WAYS TO OPEN ALMOST EVERYTHING,1095,395,365657,38,7,0,6,0,1,5.428571428571429,1,1,0.2166666666666666,False,False,False,True,False
28 BRILLIANTLY EASY WAYS TO RESTORE DAMAGED THINGS,1095,900,5483656,50,8,0,7,0,1,6.25,1,1,0.4333333333333333,False,False,False,True,False
34 PRICELESS TIPS TO HELP YOU ALL AROUND YOUR HOUSE,1095,1080,2084621,51,10,0,9,0,4,5.1,1,1,1.0,False,False,False,True,False
16 NEW SECRET PHONE FEATURES AND DIYs YOU WON'T BE ABLE TO LIVE WITHOUT,1095,827,22067281,71,14,1,12,0,5,5.071428571428571,1,1,0.0931818181818181,False,False,False,False,False
35 INSANE LIFE HACKS YOU SHOULD DARE TO TRY,1095,1080,3886806,43,9,0,8,0,3,4.777777777777778,1,1,-1.0,True,True,False,True,False
28 TRAVEL HACKS YOU'D WISH YOU KNEW ABOUT SOONER,1095,1080,1076938,48,9,1,8,0,3,5.333333333333333,1,1,0.0,True,False,False,True,False
12 FATAL RELATIONSHIP MISTAKES WE ALL MAKE,1095,899,140958,42,7,0,6,0,2,6.0,1,1,0.0,False,False,False,True,False
37 EFFECTIVE HACKS FOR ALL OCCASIONS,1095,1140,10248648,36,6,0,5,0,2,6.0,1,1,0.6,True,False,False,True,False
22 COOL HACKS TO MAKE YOUR LIFE HASSLE-FREE,1095,1380,400602,43,8,1,7,0,2,5.375,1,1,0.35,True,True,False,True,False
18 PRICELESS BEAUTY TIPS TO USE AT HOME,1095,960,157659,39,8,0,7,0,2,4.875,1,1,1.0,False,False,False,True,False
19 AWESOME AND SIMPLE WAYS TO REPURPOSE OLD CLOTHES,1095,960,2390666,51,9,0,8,0,2,5.666666666666667,1,1,0.3666666666666667,False,False,False,True,False
28 CLEANING HACKS YOU'LL ACTUALLY WANT TO TRY,1095,882,1621907,45,8,1,7,0,2,5.625,1,1,0.0,True,False,False,True,False
14 SURPRISING THINGS YOUR BODY SAYS ABOUT YOU,1095,1140,3253850,45,8,0,7,0,3,5.625,1,1,0.7,False,False,False,True,False
15 SPOOKY DIY HALLOWEEN CRAFTS,1460,513,8061516,30,5,0,4,0,0,6.0,1,1,0.0,False,False,False,True,False
30 GENIUS SCHOOL HACKS YOU'D WISH YOU'VE KNOWN SOONER,1460,1020,5825765,53,9,2,8,0,2,5.888888888888889,1,1,0.0,True,False,False,True,False
18 FACTS ABOUT EARTH THEY DIDN'T TEACH YOU AT SCHOOL,1460,1020,779606,52,10,1,9,0,5,5.2,1,1,0.0,False,False,False,True,False
22 BRILLIANT IDEAS FOR YOUR BATHROOM YOU'LL WANT TO TRY IMMEDIATELY,1460,861,3312285,67,11,1,10,0,4,6.090909090909091,1,1,0.9,False,False,True,True,False
36 TOTALLY CRAZY HACKS YOU MUST KNOW,1460,1200,25163446,36,7,0,6,0,1,5.142857142857143,1,1,-0.6,True,False,False,True,False
17 TIPS TO FIND THE PERFECT CLOTHES FOR YOUR BODY TYPE,1460,960,163817,54,11,0,10,0,4,4.909090909090909,1,1,1.0,False,False,False,True,False
15 AWESOME CRAFTING LIFE HACKS,1460,714,13578801,30,5,0,4,0,0,6.0,1,1,1.0,True,True,False,True,False
38 HILARIOUS PRANKS AND CRAFTS || GIANT LAY'S CHIPS,1460,1140,28783513,51,9,3,7,0,1,5.666666666666667,1,1,0.25,False,False,False,True,False
23 SUPERB BETS YOU'LL ALWAYS WIN,1460,810,679697,32,6,1,5,0,1,5.333333333333333,1,1,0.9,False,False,False,True,False
17 SECRETS ABOUT VIRAL BEAUTY HACKS EVERYONE NEEDS TO KNOW,1460,960,920154,58,10,0,9,0,2,5.8,1,1,0.0,True,False,False,True,False
33 RIDICULOUS HACKS THAT WENT VIRAL,1460,960,1693673,35,6,0,5,0,1,5.833333333333333,1,1,-0.3333333333333333,True,False,False,True,False
16 CRAZY EFFECTIVE WORKOUTS TO GET YOUR DREAM BODY IN TWO WEEKS,1460,1080,155739,63,12,0,11,0,3,5.25,1,1,0.0,False,False,False,True,False
32 EASY TRICKS IF YOU'RE TOO LAZY TO CLEAN,1460,900,652567,42,9,1,8,0,4,4.666666666666667,1,1,0.1833333333333333,False,False,False,True,False
40 HACKS TO MAKE YOUR LIFE EASIER,1460,1140,8662464,33,7,0,6,0,2,4.714285714285714,1,1,0.0,True,True,False,True,False
11 DIFFERENCES BETWEEN CAT AND DOG OWNERS,1460,1020,104355,41,7,0,6,0,2,5.857142857142857,1,1,0.0,False,False,False,True,False
12 BRILLIANT THINGS YOU CAN DO WITH YOUR DEVICES,1460,590,2355960,48,9,0,8,0,5,5.333333333333333,1,1,0.9,False,False,False,True,False
21 GREAT DIY IDEAS FOR YOUR HOME,1460,900,1478540,32,7,0,6,0,2,4.571428571428571,1,1,0.8,False,False,True,True,False
20 TOP TIPS AND DIYs FROM EXPERIENCED DRIVERS,1460,900,6822865,45,8,0,6,0,2,5.625,1,1,0.65,False,False,False,False,False
31 CLEVER STATIONERY HACKS TO MAKE YOUR LIFE EASIER,1460,650,1411090,51,9,0,8,0,2,5.666666666666667,1,1,0.1666666666666666,True,True,False,True,False
30 GROUNDBREAKING HACKS TO IMPROVE YOUR LIFE,1460,1080,2343407,44,7,0,6,0,2,6.285714285714286,1,1,0.0,True,True,False,True,False
26 TIPS EVERYONE MUST KNOW,1460,900,533218,26,5,0,4,0,0,5.2,1,1,0.0,False,False,False,True,False
30 BEST TIPS FOR A SMOOTH DATE,1460,1140,4288526,30,7,0,6,0,2,4.285714285714286,1,1,0.7,False,False,False,True,False
20 EASY OFFICE CRAFTS TO MAKE YOUR WORKDAY SO MUCH BETTER,1460,960,2127392,57,11,0,10,0,3,5.181818181818182,1,1,0.4666666666666667,False,False,False,True,False
25 FOODS YOU'RE EATING WRONG,1460,1020,8371884,28,5,1,4,0,1,5.6,1,1,-0.5,False,False,False,True,False
20 FABULOUS HACKS TO MAKE YOUR SHOES FIT AND LOOK PERFECT,1460,960,2938117,57,11,0,10,0,3,5.181818181818182,1,1,0.6,True,False,False,True,False
36 LIFE HACKS THAT WILL CHANGE YOUR LIFE FOREVER,1460,1140,6823242,48,9,0,8,0,3,5.333333333333333,1,1,0.0,True,True,False,True,False
20 HEALTHY HABITS YOU MUST ADOPT ASAP,1460,900,137896,37,7,0,6,0,1,5.285714285714286,1,1,0.5,False,False,False,True,False
36 LITTLE TRICKS YOU'D WISH YOU KNEW YESTERDAY,1460,1200,5116779,46,8,1,7,0,2,5.75,1,1,-0.1875,False,False,False,True,False
25 MOST SATISFYING DIYs AND HACKS YOU'VE EVER SEEN ONLINE,1460,899,3554023,57,10,1,8,0,3,5.7,1,1,0.5,True,False,False,False,False
18 AMAZING HAIR TIPS FOR EVERY TYPE OF HAIR,1460,900,2155924,43,9,0,8,0,2,4.777777777777778,1,1,0.6000000000000001,False,False,False,True,False
35 HACKS YOU HAVE TO TRY AT LEAST ONCE IN YOUR LIFE,1460,896,756342,51,12,0,11,0,7,4.25,1,1,-0.3,True,True,False,True,False
25 NATURAL DIY BEAUTY TIPS THAT WORK MAGIC,1460,1020,1047099,42,8,0,7,0,1,5.25,1,1,0.3,False,False,False,True,False
27 LIFE HACKS THAT CAN HELP YOU SURVIVE,1460,899,1821405,39,8,0,7,0,3,4.875,1,1,0.0,True,True,False,True,False
25 SIMPLE THINGS THAT MOST OF US KEEP DOING WRONG,1460,899,3893266,49,10,0,9,0,4,4.9,1,1,0.0,False,False,False,True,False
36 EVERYDAY HACKS YOU NEED TO TRY,1460,1020,1978084,33,7,0,6,0,2,4.714285714285714,1,1,-0.2,True,False,False,True,False
10 ASTONISHING BODY FACTS YOU DEFINITELY DIDN'T KNOW,1460,1020,151147,52,8,1,7,0,2,6.5,1,1,0.25,False,False,False,True,False
18 INSANELY CLEVER AND EASY TRICKS FOR YOUR PLANTS,1460,900,365713,50,9,0,8,0,3,5.555555555555555,1,1,0.3,False,False,False,True,False
30 ALL-TIME BEST LIFE HACKS THAT'LL CHANGE YOUR LIFE,1460,1140,770447,52,9,2,8,0,2,5.777777777777778,1,1,1.0,True,True,False,True,False
20 AMAZING CLOTHING HACKS YOU DIDN'T KNOW ABOUT,1460,900,630007,47,8,1,7,0,3,5.875,1,1,0.6000000000000001,True,False,False,True,False
18 BEAUTY TIPS YOU CAN'T MISS,1460,900,1025653,29,6,1,5,0,1,4.833333333333333,1,1,0.0,False,False,False,True,False
21 COOL AND FUNNY HACKS AND PRANKS,1460,1020,7774328,34,7,0,6,0,2,4.857142857142857,1,1,0.3,True,False,False,True,False
25 COMMON STEREOTYPES ABOUT MEN AND WOMEN,1460,1140,438443,41,7,0,6,0,2,5.857142857142857,1,1,-0.3,False,False,False,True,False
32 SUPER SMART WAYS TO STORE ALMOST EVERYTHING,1460,900,3572875,46,8,0,7,0,1,5.75,1,1,0.2738095238095238,False,False,False,True,False
40 TOTALLY CRAZY GLUE GUN HACKS,1460,1080,3280669,31,6,0,5,0,0,5.166666666666667,1,1,-0.6,True,False,False,True,False
24 SLICE HACKS THAT'LL TURN YOU INTO A COOKING GURU,1460,859,604727,51,10,1,9,0,4,5.1,1,1,0.0,True,False,False,True,False
28 TECH HACKS THAT'LL SAVE YOUR MONEY,1460,960,2135784,37,7,1,6,0,2,5.285714285714286,1,1,0.0,True,False,False,True,False
16 RANDOM FACTS ABOUT YOU PROBABLY DIDN'T KNOW,1460,1020,557088,46,8,1,7,0,3,5.75,1,1,-0.5,False,False,False,True,False
22 COOL PEN AND PENCIL HACKS YOU MUST SEE,1460,898,5546861,41,9,0,8,0,2,4.555555555555555,1,1,0.35,True,False,False,True,False
100 MOST HELPFUL LIFE HACKS YOU'VE EVER SEEN,1460,3840,6792496,44,8,1,7,0,2,5.5,1,1,0.5,True,True,False,True,False
15 WEIRD TIPS THAT CAN ACTUALLY HELP YOU BECOME MORE BEAUTIFUL,1460,900,326749,62,11,0,10,0,4,5.636363636363637,1,1,0.2125,False,False,False,True,False
18 COOLEST THINGS TO DO WHEN YOU ARE BORED,1460,960,3000524,42,9,0,8,0,5,4.666666666666667,1,1,-0.5,False,False,False,True,False
16 STRESS HACKS THAT WILL ACTUALLY CHANGE YOUR LIFE,1460,900,3758012,51,9,0,8,0,3,5.666666666666667,1,1,0.0,True,True,False,True,False
14 WAYS TO STIMULATE YOUR BRAIN,1460,900,211680,31,6,0,5,0,2,5.166666666666667,1,1,0.0,False,False,False,True,False
13 MOST AMAZING PAINTING TRICKS EVERYONE SHOULD TRY,1460,1020,883295,51,8,0,7,0,2,6.375,1,1,0.55,False,False,False,True,False
20 BRILLIANT IDEAS THAT WILL MAKE YOUR LIFE EASIER,1460,1140,1588234,50,9,0,8,0,3,5.555555555555555,1,1,0.9,False,True,True,True,False
11 FACTS YOUR BODY SAYS ABOUT YOUR HEALTH AND PERSONALITY,1460,1020,1538888,57,10,0,9,0,4,5.7,1,1,0.0,False,False,False,True,False
25 LIFE HACKS THAT ARE DOWNRIGHT CRAZY,1460,960,1830700,38,7,0,6,0,2,5.428571428571429,1,1,-0.6,True,True,False,True,False
15 CHEAP DIY WAYS TO UPGRADE YOUR WARDROBE,1460,900,22829682,42,8,0,7,0,2,5.25,1,1,0.4,False,False,False,True,False
"12 GREAT WORKOUTS FOR A HEALTHY, TONED BODY",1460,1020,193083,43,8,1,7,0,2,5.375,1,1,0.65,False,False,False,True,False
9 BEST TIPS FOR YOUR HAIR TO LOOK STUNNING AND VOLUMINOUS,1460,1020,7967439,57,11,0,10,0,4,5.181818181818182,1,1,0.75,False,False,False,True,False
40 UNUSUAL YET GENIUS USES FOR ORDINARY THINGS,1460,1140,1047134,46,8,0,7,0,1,5.75,1,1,-0.0249999999999999,False,False,False,True,False
15 MYSTERY RIDDLES ONLY THE SMARTEST 5% CAN SOLVE,1460,740,343288,49,9,1,7,0,3,5.444444444444445,1,1,0.0,False,False,False,True,False
17 SIMPLE WATER TRICKS TO AMAZE YOUR FRIENDS,1460,615,687229,44,8,0,7,0,2,5.5,1,1,0.0,False,False,False,True,False
20 AWESOME WAYS TO USE OLD TOYS,1460,900,4585004,31,7,0,6,0,1,4.428571428571429,1,1,0.55,False,False,False,True,False
13 EASY EXERCISES FOR SVELTE LEGS,1460,900,134666,33,6,0,5,0,1,5.5,1,1,0.4333333333333333,False,False,False,True,False
20 HACKS EVERY GIRL SHOULD KNOW || PERIOD HACKS,1460,1140,1510864,47,9,2,7,0,1,5.222222222222222,1,1,0.0,True,False,False,True,False
28 UTTERLY USEFUL HACKS EVERYONE NEEDS TO KNOW,1460,960,1260857,46,8,0,7,0,1,5.75,1,1,0.3,True,False,False,True,False
14 INSANELY EFFECTIVE BEDTIME HACKS,1460,900,481428,35,5,0,4,0,0,7.0,1,1,0.6,True,False,False,True,False
20 COOL CLEANING TRICKS || SPONGE HACKS,1460,605,1913209,39,7,2,5,0,0,5.571428571428571,1,1,0.35,True,False,False,True,False
22 PRICELESS CLOTHING HACKS EVERYONE SHOULD KNOW,1460,900,9804975,48,7,0,6,0,1,6.857142857142857,1,1,1.0,True,False,False,True,False
16 AWESOME FACTS ABOUT MILKY WAY PLANETS,1460,900,370714,40,7,0,6,0,1,5.714285714285714,1,1,1.0,False,False,False,True,False
24 EASY AND COOL CRAFTS AND DIYs FOR THE WHOLE FAMILY,1460,960,6014247,53,11,0,9,0,4,4.818181818181818,1,1,0.3277777777777778,False,False,False,False,False
18 CRAFTING HACKS FOR YOUR PHONE,1460,900,4526029,32,6,0,5,0,2,5.333333333333333,1,1,0.0,True,False,False,True,False
14 PSYCHOLOGICAL STUDIES EVERY PARENT SHOULD KNOW ABOUT,1460,1020,84551,55,8,0,7,0,2,6.875,1,1,0.0,False,False,False,True,False
24 UNEXPECTEDLY GENIUS HACKS TO MAKE YOUR LIFE EASIER,1460,1020,921131,53,9,0,8,0,2,5.888888888888889,1,1,0.1,True,True,False,True,False
25 PLASTIC BOTTLE HACKS AND DIYs,1460,960,6200718,32,6,0,4,0,1,5.333333333333333,1,1,0.0,True,False,False,False,False
14 SECRET FACTS ABOUT MEN AND WOMEN,1460,960,19558306,35,7,0,6,0,2,5.0,1,1,-0.4,False,False,False,True,False
10 EASY PET CRAFTS YOU'D ACTUALLY LOVE TO MAKE,1460,350,2973988,46,9,1,8,0,2,5.111111111111111,1,1,0.4666666666666667,False,False,False,True,False
23 TOTALLY AWESOME SCHOOL PRANKS AND HACKS,1460,900,1309159,42,7,0,6,0,1,6.0,1,1,1.0,True,False,False,True,False
20 SUPER EFFECTIVE EXERCISES TO GET IN SHAPE IN TWO WEEKS,1460,2400,529969,57,11,0,10,0,3,5.181818181818182,1,1,0.4666666666666667,False,False,False,True,False
40 DELICIOUS KITCHEN HACKS THE WORLD NEEDS TO KNOW,1460,1020,2333915,50,9,0,8,0,2,5.555555555555555,1,1,1.0,True,False,False,True,False
17 ASTOUNDING BODY FACTS YOU'LL WISH YOU'D KNOWN,1460,1020,288618,48,8,2,7,0,2,6.0,1,1,0.6,False,False,False,True,False
25 MIND-BLOWING IDEAS ON HOW TO ORGANIZE YOUR KITCHEN,1460,900,442832,53,9,1,8,0,4,5.888888888888889,1,1,0.0,False,False,True,True,False
18 AWESOME HACKS FOR CLEAN FREAKS,1460,774,13933497,33,6,0,5,0,1,5.5,1,1,0.6833333333333333,True,False,False,True,False
25 WAYS TO PROTECT YOUR PRIVACY AND MONEY,1460,632,248694,41,8,0,7,0,3,5.125,1,1,0.0,False,False,False,True,False
24 CRAZY BEAUTY HACKS,1460,900,2656138,21,4,0,3,0,0,5.25,1,1,-0.6,True,False,False,True,False
26 AMAZING LIFE HACKS THAT'LL RAISE YOUR EYEBROWS,1460,1020,2294515,49,8,1,7,0,2,6.125,1,1,0.6000000000000001,True,True,False,True,False
13 TOTALLY HELPFUL PARENTING TIPS,1460,1020,243244,33,5,0,4,0,0,6.6,1,1,0.0,False,False,False,True,False
20 CLOTHING HACKS THAT'LL MAKE YOU LOOK LIKE A MILLION DOLLARS,1460,1080,6919469,62,11,1,10,0,3,5.636363636363637,1,1,0.0,True,False,False,True,False
25 AWESOME HACKS YOU'LL WISH YOU'D SEEN SOONER,1460,1260,11446290,46,8,2,7,0,2,5.75,1,1,1.0,True,False,False,True,False
17 THINGS ALL HAPPY COUPLES DO,1460,960,9386507,30,6,0,5,0,2,5.0,1,1,0.8,False,False,False,True,False
30 BEST SURVIVAL TIPS THAT MAY SAVE YOUR LIFE ONE DAY,1460,2100,109601,53,11,0,10,0,2,4.818181818181818,1,1,1.0,False,True,False,True,False
30 LIFE HACKS THAT'LL MAKE YOU SAY WOW!,1460,1380,1705473,39,8,2,7,0,2,4.875,1,1,0.125,True,True,False,True,False
20 RANDOM FACTS THAT MAKE OUR LIFE A TOTAL FRAUD,1460,1200,1034446,48,10,0,9,0,3,4.8,1,1,-0.25,False,True,False,True,False
28 MOST AMAZING MAGIC TRICKS ANYONE CAN DO,1460,900,5367565,42,8,0,7,0,3,5.25,1,1,0.5333333333333333,False,False,False,True,False
40 SMART REPAIR TIPS TO MAKE YOUR LIFE EASIER,1460,900,13364907,45,9,0,8,0,2,5.0,1,1,0.2142857142857142,False,True,False,True,False
15 WAYS TO FIX YOUR SLEEPING PROBLEMS WITH SCIENCE,1460,900,2659529,50,9,0,8,0,3,5.555555555555555,1,1,0.0,False,False,False,True,False
22 CUTE DIYs AND HACKS YOU MUST TRY RIGHT NOW,1460,900,6979101,45,10,0,8,0,3,4.5,1,1,0.3928571428571428,True,False,False,False,False
18 TIPS FOR HEALTHY RELATIONSHIPS WITH YOUR PARENTS,1460,1080,6732322,51,8,0,7,0,3,6.375,1,1,0.5,False,False,False,True,False
40 GENIUS TRICKS THAT'LL MAKE EVERYONE'S LIFE MUCH EASIER,1460,960,11889655,57,9,2,8,0,1,6.333333333333333,1,1,0.2,False,True,False,True,False
20 MIND-BLOWING HACKS AND CRAFTS WITH MAGNETS,1460,473,3045232,45,7,1,6,0,2,6.428571428571429,1,1,0.0,True,False,False,True,False
29 EFFECTIVE WORKOUTS FOR LAZY PEOPLE,1460,2640,583180,37,6,0,5,0,1,6.166666666666667,1,1,0.175,False,False,False,True,False
30 BRILLIANT AND EASY BATHROOM HACKS YOU DIDN'T KNOW ABOUT,1460,832,15698482,58,10,1,9,0,4,5.8,1,1,0.6666666666666667,True,False,False,True,False
100 BEST LIFE HACKS FOR WOMEN || TOP BEAUTY HACKS COMPILATION,1460,2640,1201854,61,11,2,9,0,1,5.545454545454546,1,1,0.75,True,True,False,True,False
19 HEALTH TIPS EVERY GIRL SHOULD KNOW,1460,900,537247,37,7,0,6,0,1,5.285714285714286,1,1,0.0,False,False,False,True,False
"24 INGENIOUS WAYS TO USE CLIPS, ZIP TIES AND HOOKS",1460,706,334402,50,10,1,9,0,2,5.0,1,1,0.5,False,False,False,True,False
33 ABSOLUTELY CRAZY HACKS YOU GOTTA SEE,1460,1020,1027701,39,7,0,6,0,1,5.571428571428571,1,1,-0.6,True,False,False,True,False
18 MIND-BLOWING FACTS ABOUT SPACE,1460,1020,2476279,33,5,1,4,0,1,6.6,1,1,0.0,False,False,False,True,False
25 LIFE-SAVING HACKS YOU MUST LEARN RIGHT NOW,1460,1020,692243,45,8,1,7,0,2,5.625,1,1,0.2857142857142857,True,True,False,True,False
26 DESPERATE BUDGET HACKS TO ACTUALLY SAVE MONEY,1460,960,22506242,48,8,0,7,0,1,6.0,1,1,-0.3,True,False,False,True,False
17 TIPS FOR NEW DRIVERS THAT YOU CAN'T LEARN IN A DRIVING SCHOOL,1460,744,1582215,64,13,1,12,0,5,4.923076923076923,1,1,0.1363636363636363,False,False,False,True,False
25 SIMPLE TRICKS TO IMPRESS YOUR FRIENDS,1460,780,7592403,40,7,0,6,0,2,5.714285714285714,1,1,0.0,False,False,False,True,False
32 LIFE HACKS THAT'LL KNOCK YOUR SOCKS OFF,1460,1260,27284087,42,8,1,7,0,3,5.25,1,1,0.0,True,True,False,True,False
18 EASIEST AND CUTEST CRAFTS FOR YOUR LOVED ONES,1460,960,3560330,48,9,0,8,0,3,5.333333333333333,1,1,0.7,False,False,False,True,False
28 SECRETS THAT'LL TURN YOU INTO A CULINARY GOD,1460,1080,9115711,47,9,1,8,0,4,5.222222222222222,1,1,0.0,False,False,False,True,False
23 TRULY AMAZING CRAFTING HACKS YOU MUST TRY,1460,900,6170215,44,8,0,7,0,1,5.5,1,1,0.6000000000000001,True,False,False,True,False
17 TIPS TO GET RID OF PAIN AND KEEP YOURSELF HEALTHY,1460,1320,53592,52,11,0,10,0,4,4.727272727272728,1,1,0.5,False,False,False,True,False
20 WEIRD BEAUTY HACKS EVERY WOMAN SHOULD TRY RIGHT NOW,1460,900,23561494,54,10,0,9,0,2,5.4,1,1,-0.1071428571428571,True,False,False,True,False
28 ALL-TIME BEST HOME IDEAS AND TIPS,1460,900,3947933,36,7,1,6,0,1,5.142857142857143,1,1,1.0,False,False,True,True,False
13 HAPPY RELATIONSHIP RULES,1460,960,979019,27,4,0,3,0,0,6.75,1,1,0.8,False,False,False,True,False
24 BACK TO SCHOOL STATIONERY CRAFTS AND DIYs,1460,770,4429209,44,8,0,6,0,2,5.5,1,1,0.0,False,False,False,False,False
15 INDISPENSABLE TIPS FOR STORING YOUR BEAUTY ITEMS,1460,635,1832272,51,8,0,7,0,2,6.375,1,1,0.4,False,False,False,True,False
20 PRODUCTS THAT BENEFIT YOUR BODY,1460,900,112571,34,6,0,5,0,2,5.666666666666667,1,1,0.0,False,False,False,True,False
